YEAR,DOMINANT_SPECIES,DIAMETER_CM_GROUP,AREA,UNIT,RELATIVE_ERROR_PERCENT
2014,black alder,35...36,0.77674021,kha,0.530190701
2014,black alder,37...38,0.388370105,kha,0.706638947
2014,black alder,39...40,0.194185053,kha,1.117553357
2014,black alder,41...42,,kha,0.0
2014,black alder,43...44,,kha,0.0
2014,black alder,45...46,,kha,0.0
2014,black alder,47...48,0.048798704,kha,0.999462608
2014,black alder,49...50,,kha,0.0
2014,black alder,51...,,kha,0.0
2014,black alder,all,68.909420414,kha,0.079674135
2014,grey alder,0...2,17.580038851,kha,0.114196478
2014,grey alder,3...4,16.281076779,kha,0.128629783
2014,grey alder,5...6,16.889652733,kha,0.122825038
2014,grey alder,7...8,8.958882747,kha,0.16395195
2014,grey alder,9...10,12.645952014,kha,0.141164725
2014,grey alder,11...12,13.081780946,kha,0.135933664
2014,grey alder,13...14,21.397406288,kha,0.110432273
2014,grey alder,15...16,26.694444406,kha,0.097889972
2014,grey alder,17...18,28.660568063,kha,0.101249066
2014,grey alder,19...20,15.08107141,kha,0.132741738
2014,grey alder,21...22,9.584663497,kha,0.173523935
2014,grey alder,23...24,5.524001608,kha,0.206101251
2014,grey alder,25...26,2.240274114,kha,0.348581639
2014,grey alder,27...28,0.265761663,kha,0.789607729
2014,grey alder,29...30,,kha,0.0
2014,grey alder,31...32,,kha,0.0
2014,grey alder,33...34,,kha,0.0
2014,grey alder,35...36,,kha,0.0
2014,grey alder,37...38,,kha,0.0
2014,grey alder,39...40,,kha,0.0
2014,grey alder,41...42,,kha,0.0
2014,grey alder,43...44,,kha,0.0
2014,grey alder,45...46,,kha,0.0
2014,grey alder,47...48,,kha,0.0
2014,grey alder,49...50,,kha,0.0
2014,grey alder,51...,,kha,0.0
2014,grey alder,all,194.885575118,kha,0.049388402
2014,pine,0...2,10.474982545,kha,0.176864374
2014,pine,3...4,12.245775457,kha,0.171770322
2014,pine,5...6,14.75485994,kha,0.15677958
2014,pine,7...8,15.710308654,kha,0.152014999
2014,pine,9...10,20.21699419,kha,0.132885774
2014,pine,11...12,24.26023768,kha,0.124443172
2014,pine,13...14,37.432062235,kha,0.100283939
2014,pine,15...16,27.640242123,kha,0.103559632
2014,pine,17...18,39.572797091,kha,0.085855149
2014,pine,19...20,39.969400642,kha,0.08194847
2014,pine,21...22,47.062844682,kha,0.076875853
2014,pine,23...24,85.880436685,kha,0.06445712
2014,pine,25...26,85.776411752,kha,0.062998852
2014,pine,27...28,91.325540906,kha,0.066377696
2014,pine,29...30,57.058481424,kha,0.078436905
2014,pine,31...32,34.377706125,kha,0.093914295
2014,pine,33...34,21.644972811,kha,0.117869754
2014,pine,35...36,17.351774321,kha,0.13456438
2014,pine,37...38,10.628485829,kha,0.156660203
2014,pine,39...40,6.366415203,kha,0.196326904
2014,pine,41...42,2.842286614,kha,0.291197832
2014,pine,43...44,1.553927046,kha,0.390275265
2014,pine,45...46,1.86085594,kha,0.389507699
2014,pine,47...48,0.388370105,kha,0.828494524
2014,pine,49...50,0.506356943,kha,0.669034086
2014,pine,51...,0.388370105,kha,0.707357472
2014,pine,all,707.290897048,kha,0.033579225
2014,spruce,0...2,12.704518225,kha,0.128887789
2014,spruce,3...4,13.767972666,kha,0.131206503
2014,spruce,5...6,7.500533584,kha,0.17112063
2014,spruce,7...8,8.365919271,kha,0.181243452
2014,spruce,9...10,11.21164296,kha,0.180241449
2014,spruce,11...12,12.688517377,kha,0.138593203
2014,spruce,13...14,20.446559759,kha,0.112040797
2014,spruce,15...16,28.920523593,kha,0.094283458
2014,spruce,17...18,31.787005665,kha,0.093718034
2014,spruce,19...20,23.379686141,kha,0.114567341
2014,spruce,21...22,24.297734814,kha,0.107444928
2014,spruce,23...24,27.46516488,kha,0.093216452
2014,spruce,25...26,38.493089362,kha,0.080178266
2014,spruce,27...28,32.362162372,kha,0.096953529
2014,spruce,29...30,21.138654705,kha,0.10984588
2014,spruce,31...32,14.033695492,kha,0.13893249
2014,spruce,33...34,10.095409023,kha,0.155929728
2014,spruce,35...36,7.791112097,kha,0.194576463
2014,spruce,37...38,3.72911033,kha,0.264936122
2014,spruce,39...40,4.785535272,kha,0.220145994
2014,spruce,41...42,2.079275287,kha,0.338625897
2014,spruce,43...44,1.798949745,kha,0.469993528
2014,spruce,45...46,1.42877478,kha,0.453138256
2014,spruce,47...48,0.194185053,kha,1.224534092
2014,spruce,49...50,0.194185053,kha,1.1173935
2014,spruce,51...,0.194185053,kha,0.999641323
2014,spruce,all,360.854102556,kha,0.038317008
2015,aspen,0...2,17.048878719,kha,0.127506745
2015,aspen,3...4,10.357672039,kha,0.154960664
2015,aspen,5...6,5.9491084,kha,0.20486214
2015,aspen,7...8,3.184801016,kha,0.265585765
2015,aspen,9...10,3.4601609,kha,0.259452582
2015,aspen,11...12,3.290144462,kha,0.278730841
2015,aspen,13...14,2.897999128,kha,0.290939641
2015,aspen,15...16,2.910963065,kha,0.288755174
2015,aspen,17...18,1.745217267,kha,0.367482282
2015,aspen,19...20,4.250997715,kha,0.293229199
2015,aspen,21...22,3.13628252,kha,0.250431895
2015,aspen,23...24,4.767501492,kha,0.231327279
2015,aspen,25...26,6.461706493,kha,0.181882213
2015,aspen,27...28,7.466475769,kha,0.182085169
2015,aspen,29...30,8.734594493,kha,0.187634963
2015,aspen,31...32,6.998545498,kha,0.189151235
2015,aspen,33...34,5.50096326,kha,0.197485845
2015,aspen,35...36,6.90886146,kha,0.220826793
2015,aspen,37...38,4.309087887,kha,0.236842026
2015,aspen,39...40,4.3565612,kha,0.237651081
2015,aspen,41...42,0.91682721,kha,0.547294888
2015,aspen,43...44,1.391523666,kha,0.415605167
2015,aspen,45...46,1.283558094,kha,0.451040985
2015,aspen,47...48,0.733461768,kha,0.530373741
2015,aspen,49...50,1.037261632,kha,0.495883018
2015,aspen,51...,1.283558094,kha,0.519646662
2015,aspen,all,120.382713246,kha,0.056817128
2015,birch,0...2,32.511316308,kha,0.091664772
2015,birch,3...4,37.056083797,kha,0.08742571
2015,birch,5...6,29.939285926,kha,0.093999648
2015,birch,7...8,25.597962395,kha,0.09937221
2015,birch,9...10,34.699324444,kha,0.084089199
2015,birch,11...12,38.786485137,kha,0.083318217
2015,birch,13...14,54.280113187,kha,0.069057312
2015,birch,15...16,69.415390154,kha,0.068183757
2015,birch,17...18,69.597655403,kha,0.064673214
2015,birch,19...20,57.829426365,kha,0.074659781
2015,birch,21...22,46.014182427,kha,0.084987485
2015,birch,23...24,60.146835494,kha,0.070772508
2015,birch,25...26,39.958190311,kha,0.084915455
2015,birch,27...28,22.415270081,kha,0.113471315
2015,birch,29...30,16.627394914,kha,0.139478261
2015,birch,31...32,6.350183631,kha,0.192174478
2015,birch,33...34,3.442264433,kha,0.258552301
2015,birch,35...36,4.765667837,kha,0.226239066
2015,birch,37...38,1.917195715,kha,0.329600211
2015,birch,39...40,1.045824798,kha,0.463186103
2015,birch,41...42,0.733461768,kha,0.598813561
2015,birch,43...44,0.366730884,kha,0.865321249
2015,birch,45...46,0.292247841,kha,0.99704424
2015,birch,47...48,0.366730884,kha,0.79107874
2015,birch,49...50,0.183365442,kha,1.413603435
2015,birch,51...,,kha,0.0
2015,birch,all,654.338589578,kha,0.028411726
2015,black alder,0...2,3.132523528,kha,0.280939327
2015,black alder,3...4,3.41320101,kha,0.253245832
2015,black alder,5...6,2.098580811,kha,0.376131722
2015,black alder,7...8,1.890497707,kha,0.356999892
2015,black alder,9...10,1.650288978,kha,0.400226924
2015,black alder,11...12,2.017019862,kha,0.35184467
2015,black alder,13...14,2.850599161,kha,0.289856194
2015,black alder,15...16,4.37253233,kha,0.227144225
2015,black alder,17...18,7.013434772,kha,0.203453364
2015,black alder,19...20,5.260296117,kha,0.223988146
2015,black alder,21...22,8.13603468,kha,0.184954259
2015,black alder,23...24,9.674195691,kha,0.165354224
2015,black alder,25...26,5.478097589,kha,0.208611723
2015,black alder,27...28,7.583371238,kha,0.186744653
2015,black alder,29...30,4.247312069,kha,0.232388368
2015,black alder,31...32,0.91682721,kha,0.519326886
2015,black alder,33...34,1.283558094,kha,0.410246477
2015,black alder,35...36,0.733461768,kha,0.559039547
2015,black alder,37...38,0.366730884,kha,0.789904798
2015,black alder,39...40,0.183365442,kha,1.223902462
2015,black alder,41...42,,kha,0.0
2015,black alder,43...44,,kha,0.0
2015,black alder,45...46,,kha,0.0
2015,black alder,47...48,0.046079736,kha,0.999474657
2015,black alder,49...50,,kha,0.0
2015,black alder,51...,,kha,0.0
2015,black alder,all,72.348008677,kha,0.073783296
2015,grey alder,0...2,20.413854619,kha,0.109611788
2015,grey alder,3...4,17.56541917,kha,0.121854523
2015,grey alder,5...6,18.253351298,kha,0.116109469
2015,grey alder,7...8,9.652100155,kha,0.157974219
2015,grey alder,9...10,11.764378364,kha,0.145074368
2015,grey alder,11...12,11.712797665,kha,0.137736679
2015,grey alder,13...14,22.306002614,kha,0.108082205
2015,grey alder,15...16,25.579424148,kha,0.101288726
2015,grey alder,17...18,28.943281518,kha,0.097691455
2015,grey alder,19...20,14.535323577,kha,0.134942469
2015,grey alder,21...22,8.373291226,kha,0.170115381
2015,grey alder,23...24,5.582945949,kha,0.214946495
2015,grey alder,25...26,2.792729028,kha,0.286665955
2015,grey alder,27...28,0.250953944,kha,0.869901656
2015,grey alder,29...30,,kha,0.0
2015,grey alder,31...32,,kha,0.0
2015,grey alder,33...34,,kha,0.0
2015,grey alder,35...36,,kha,0.0
2015,grey alder,37...38,,kha,0.0
2015,grey alder,39...40,,kha,0.0
2015,grey alder,41...42,,kha,0.0
2015,grey alder,43...44,,kha,0.0
2015,grey alder,45...46,,kha,0.0
2015,grey alder,47...48,,kha,0.0
2015,grey alder,49...50,,kha,0.0
2015,grey alder,51...,,kha,0.0
2015,grey alder,all,197.725853275,kha,0.046246178
2015,pine,0...2,10.032876832,kha,0.183652931
2015,pine,3...4,11.645869279,kha,0.178323904
2015,pine,5...6,15.890247501,kha,0.151914435
2015,pine,7...8,15.711686234,kha,0.145606833
2015,pine,9...10,19.945392587,kha,0.124628686
2015,pine,11...12,25.108890088,kha,0.114782596
2015,pine,13...14,35.106322379,kha,0.104199422
2015,pine,15...16,26.975972028,kha,0.101811208
2015,pine,17...18,40.25676426,kha,0.083361264
2015,pine,19...20,41.775121803,kha,0.080219415
2015,pine,21...22,46.624440955,kha,0.077703905
2015,pine,23...24,80.956484419,kha,0.064063933
2015,pine,25...26,83.97676996,kha,0.063852029
2015,pine,27...28,90.601855062,kha,0.067066154
2015,pine,29...30,58.504229528,kha,0.074814236
2015,pine,31...32,35.423251209,kha,0.095470394
2015,pine,33...34,21.956636438,kha,0.125188871
2015,pine,35...36,16.232315733,kha,0.147689
2015,pine,37...38,10.764596628,kha,0.16160184
2015,pine,39...40,6.301298404,kha,0.199017183
2015,pine,41...42,4.15084351,kha,0.24471859
2015,pine,43...44,1.467345276,kha,0.399853057
2015,pine,45...46,1.757172694,kha,0.419912987
2015,pine,47...48,0.550096326,kha,0.686491248
2015,pine,49...50,0.478143727,kha,0.695632015
2015,pine,51...,0.366730884,kha,0.865711133
2015,pine,all,702.561353745,kha,0.032755082
2015,spruce,0...2,12.883842724,kha,0.138853093
2015,spruce,3...4,14.340772843,kha,0.130672665
2015,spruce,5...6,9.785370158,kha,0.154514448
2015,spruce,7...8,9.515712939,kha,0.172601762
2015,spruce,9...10,10.92344611,kha,0.178900614
2015,spruce,11...12,15.41982346,kha,0.130449756
2015,spruce,13...14,17.062209387,kha,0.12190047
2015,spruce,15...16,27.968364136,kha,0.094223267
2015,spruce,17...18,28.220124888,kha,0.099594968
2015,spruce,19...20,26.647454502,kha,0.106105851
2015,spruce,21...22,26.835092359,kha,0.100281893
2015,spruce,23...24,27.10187074,kha,0.094090726
2015,spruce,25...26,40.025540438,kha,0.081828379
2015,spruce,27...28,30.5376257,kha,0.095609535
2015,spruce,29...30,23.279618102,kha,0.101526052
2015,spruce,31...32,12.979926215,kha,0.1424297
2015,spruce,33...34,9.940002235,kha,0.15491791
2015,spruce,35...36,7.884714006,kha,0.184100046
2015,spruce,37...38,4.621524263,kha,0.244765138
2015,spruce,39...40,3.110024589,kha,0.283318894
2015,spruce,41...42,1.596691259,kha,0.400882642
2015,spruce,43...44,1.778168037,kha,0.435867815
2015,spruce,45...46,1.455041455,kha,0.413287304
2015,spruce,47...48,0.183365442,kha,1.117413146
2015,spruce,49...50,0.183365442,kha,1.22453128
2015,spruce,51...,0.366730884,kha,0.829133248
2015,spruce,all,364.646422314,kha,0.037229514
2016,aspen,0...2,18.912597243,kha,0.120997829
2016,aspen,3...4,10.399832051,kha,0.152385871
2016,aspen,5...6,5.594506954,kha,0.201014563
2016,aspen,7...8,4.859280465,kha,0.223301574
2016,aspen,9...10,3.849070765,kha,0.239680371
2016,aspen,11...12,3.642603409,kha,0.254360179
2016,aspen,13...14,2.742803504,kha,0.286895867
2016,aspen,15...16,2.165156539,kha,0.293092548
2016,aspen,17...18,2.665315335,kha,0.311345727
2016,aspen,19...20,3.502708196,kha,0.293844311
2016,aspen,21...22,2.166423422,kha,0.315725598
2016,aspen,23...24,4.338643272,kha,0.247935203
2016,aspen,25...26,5.930352652,kha,0.185906056
2016,aspen,27...28,8.281446087,kha,0.16857274
2016,aspen,29...30,8.531195748,kha,0.173984789
2016,aspen,31...32,6.228278609,kha,0.189648661
2016,aspen,33...34,6.074100581,kha,0.188044632
2016,aspen,35...36,6.993233481,kha,0.21599928
2016,aspen,37...38,4.491762671,kha,0.221243224
2016,aspen,39...40,4.732592081,kha,0.214886669
2016,aspen,41...42,1.27422482,kha,0.432635156
2016,aspen,43...44,1.309298412,kha,0.41245221
2016,aspen,45...46,0.884944391,kha,0.529952185
2016,aspen,47...48,1.90900304,kha,0.342748274
2016,aspen,49...50,0.981713491,kha,0.47992169
2016,aspen,51...,1.561911578,kha,0.415162818
2016,aspen,all,124.022998797,kha,0.054169024
2016,birch,0...2,29.911804185,kha,0.093798708
2016,birch,3...4,35.123729575,kha,0.088672337
2016,birch,5...6,28.021179638,kha,0.092778775
2016,birch,7...8,26.490020363,kha,0.095725403
2016,birch,9...10,34.839288122,kha,0.082503592
2016,birch,11...12,38.827716109,kha,0.078477424
2016,birch,13...14,55.218069117,kha,0.066548524
2016,birch,15...16,66.676026844,kha,0.068017237
2016,birch,17...18,68.146688077,kha,0.062590655
2016,birch,19...20,53.03113259,kha,0.075093573
2016,birch,21...22,43.661242388,kha,0.08370606
2016,birch,23...24,60.640991407,kha,0.067390283
2016,birch,25...26,42.373411582,kha,0.079866652
2016,birch,27...28,22.714515633,kha,0.113542612
2016,birch,29...30,15.518389838,kha,0.13917251
2016,birch,31...32,8.521702797,kha,0.160669426
2016,birch,33...34,3.52306511,kha,0.245473585
2016,birch,35...36,4.336907815,kha,0.225894644
2016,birch,37...38,1.640979013,kha,0.355991256
2016,birch,39...40,0.989818076,kha,0.494945781
2016,birch,41...42,0.694182924,kha,0.64883553
2016,birch,43...44,0.520637193,kha,0.706365942
2016,birch,45...46,0.276597186,kha,0.893435181
2016,birch,47...48,0.520637193,kha,0.706893277
2016,birch,49...50,0.173545731,kha,1.322721295
2016,birch,51...,,kha,0.0
2016,birch,all,642.392278505,kha,0.02715804
2016,black alder,0...2,3.864984909,kha,0.255900581
2016,black alder,3...4,3.942872233,kha,0.232772203
2016,black alder,5...6,2.761372897,kha,0.327662714
2016,black alder,7...8,1.962802216,kha,0.348942835
2016,black alder,9...10,2.082548771,kha,0.345208213
2016,black alder,11...12,1.90900304,kha,0.324336267
2016,black alder,13...14,2.67527686,kha,0.29544686
2016,black alder,15...16,5.121768383,kha,0.205076843
2016,black alder,17...18,6.247646312,kha,0.198228221
2016,black alder,19...20,5.557107849,kha,0.212287861
2016,black alder,21...22,6.802784396,kha,0.203551067
2016,black alder,23...24,9.826957593,kha,0.16428174
2016,black alder,25...26,6.052459429,kha,0.215925083
2016,black alder,27...28,7.751576261,kha,0.183868779
2016,black alder,29...30,4.649151294,kha,0.217419013
2016,black alder,31...32,1.041274385,kha,0.552861858
2016,black alder,33...34,1.476110569,kha,0.367096098
2016,black alder,35...36,0.347091462,kha,0.750126996
2016,black alder,37...38,0.694182924,kha,0.55869629
2016,black alder,39...40,0.173545731,kha,1.223925917
2016,black alder,41...42,,kha,0.0
2016,black alder,43...44,,kha,0.0
2016,black alder,45...46,0.173545731,kha,0.999955517
2016,black alder,47...48,0.043612042,kha,0.999476285
2016,black alder,49...50,,kha,0.0
2016,black alder,51...,,kha,0.0
2016,black alder,all,75.157675287,kha,0.072498435
2016,grey alder,0...2,22.210330576,kha,0.110425719
2016,grey alder,3...4,18.155885792,kha,0.116892681
2016,grey alder,5...6,17.335708668,kha,0.116908459
2016,grey alder,7...8,10.557324802,kha,0.16926216
2016,grey alder,9...10,11.018574645,kha,0.156733931
2016,grey alder,11...12,11.460508849,kha,0.136059445
2016,grey alder,13...14,21.722424108,kha,0.107311391
2016,grey alder,15...16,24.280384054,kha,0.105377364
2016,grey alder,17...18,26.708427666,kha,0.10176038
2016,grey alder,19...20,13.829859295,kha,0.130561342
2016,grey alder,21...22,9.1002522,kha,0.162957516
2016,grey alder,23...24,6.019034521,kha,0.197994883
2016,grey alder,25...26,2.916401298,kha,0.283555103
2016,grey alder,27...28,0.753153763,kha,0.580425984
2016,grey alder,29...30,,kha,0.0
2016,grey alder,31...32,,kha,0.0
2016,grey alder,33...34,0.14530984,kha,1.224439577
2016,grey alder,35...36,,kha,0.0
2016,grey alder,37...38,,kha,0.0
2016,grey alder,39...40,,kha,0.0
2016,grey alder,41...42,,kha,0.0
2016,grey alder,43...44,,kha,0.0
2016,grey alder,45...46,,kha,0.0
2016,grey alder,47...48,,kha,0.0
2016,grey alder,49...50,,kha,0.0
2016,grey alder,51...,,kha,0.0
2016,grey alder,all,196.213580077,kha,0.046072166
2016,pine,0...2,9.701275775,kha,0.163878113
2016,pine,3...4,10.24317232,kha,0.165770714
2016,pine,5...6,15.936739177,kha,0.144808023
2016,pine,7...8,16.695498467,kha,0.141410194
2016,pine,9...10,20.157371352,kha,0.119666621
2016,pine,11...12,24.979061812,kha,0.107833877
2016,pine,13...14,33.96086905,kha,0.105269658
2016,pine,15...16,27.479300448,kha,0.097473813
2016,pine,17...18,39.515981123,kha,0.082617952
2016,pine,19...20,43.237929641,kha,0.077040172
2016,pine,21...22,48.146913603,kha,0.073176073
2016,pine,23...24,77.427757574,kha,0.064933447
2016,pine,25...26,83.129585208,kha,0.065120093
2016,pine,27...28,88.482221477,kha,0.062527466
2016,pine,29...30,58.937865668,kha,0.072479885
2016,pine,31...32,35.386911676,kha,0.094572285
2016,pine,33...34,21.584837052,kha,0.119733623
2016,pine,35...36,18.211368363,kha,0.129563264
2016,pine,37...38,10.998287149,kha,0.156567319
2016,pine,39...40,7.220248652,kha,0.177726344
2016,pine,41...42,2.917008709,kha,0.287707934
2016,pine,43...44,0.799108672,kha,0.567966212
2016,pine,45...46,1.402752788,kha,0.452227277
2016,pine,47...48,0.694182924,kha,0.598496524
2016,pine,49...50,0.278992117,kha,0.870412968
2016,pine,51...,0.608381914,kha,0.661554837
2016,pine,all,698.13362271,kha,0.031778061
2016,spruce,0...2,12.864112011,kha,0.142037592
2016,spruce,3...4,14.567584842,kha,0.125149746
2016,spruce,5...6,10.77510734,kha,0.153246271
2016,spruce,7...8,8.942637967,kha,0.175123315
2016,spruce,9...10,10.264882891,kha,0.165962111
2016,spruce,11...12,15.598498547,kha,0.118318913
2016,spruce,13...14,18.709236355,kha,0.119752994
2016,spruce,15...16,27.100259217,kha,0.092414851
2016,spruce,17...18,29.259185464,kha,0.093309779
2016,spruce,19...20,25.25578048,kha,0.105006643
2016,spruce,21...22,27.15214939,kha,0.099567524
2016,spruce,23...24,27.739046343,kha,0.09381469
2016,spruce,25...26,39.961681269,kha,0.079521408
2016,spruce,27...28,32.442725706,kha,0.089384593
2016,spruce,29...30,22.041921798,kha,0.103278238
2016,spruce,31...32,14.37517469,kha,0.134326114
2016,spruce,33...34,11.454851258,kha,0.142255008
2016,spruce,35...36,7.672890627,kha,0.176587395
2016,spruce,37...38,5.762395094,kha,0.209796247
2016,spruce,39...40,3.603000274,kha,0.252340222
2016,spruce,41...42,1.843385399,kha,0.380241354
2016,spruce,43...44,1.50939664,kha,0.401649547
2016,spruce,45...46,1.615745464,kha,0.375723069
2016,spruce,47...48,0.520637193,kha,0.623111222
2016,spruce,49...50,0.347091462,kha,0.790576276
2016,spruce,51...,0.347091462,kha,0.790412132
2016,spruce,all,371.726469183,kha,0.035603009
2017,aspen,0...2,19.01636829,kha,0.10601925
2017,aspen,3...4,10.572160134,kha,0.144824531
2017,aspen,5...6,5.767503279,kha,0.190794811
2017,aspen,7...8,5.401433406,kha,0.196416018
2017,aspen,9...10,4.284973489,kha,0.213877602
2017,aspen,11...12,3.59920423,kha,0.232253522
2017,aspen,13...14,2.914237002,kha,0.263638031
2017,aspen,15...16,2.831267712,kha,0.254378757
2017,aspen,17...18,2.513794371,kha,0.279321112
2017,aspen,19...20,4.121981144,kha,0.254568726
2017,aspen,21...22,2.127837402,kha,0.304853965
2017,aspen,23...24,5.316860053,kha,0.208189017
2017,aspen,25...26,6.937044556,kha,0.191765793
2017,aspen,27...28,7.517780487,kha,0.166433004
2017,aspen,29...30,8.520237423,kha,0.161646073
2017,aspen,31...32,5.913358349,kha,0.168342016
2017,aspen,33...34,5.401433406,kha,0.196940166
2017,aspen,35...36,8.314311866,kha,0.191044185
2017,aspen,37...38,4.684483145,kha,0.215290702
2017,aspen,39...40,4.136188551,kha,0.211140864
2017,aspen,41...42,1.529145797,kha,0.34012446
2017,aspen,43...44,1.45287101,kha,0.358747427
2017,aspen,45...46,0.998315837,kha,0.450522388
2017,aspen,47...48,2.127837402,kha,0.314900219
2017,aspen,49...50,1.253263494,kha,0.412952106
2017,aspen,51...,1.800477802,kha,0.37433704
2017,aspen,all,129.054369641,kha,0.050771404
2017,birch,0...2,29.734956373,kha,0.089414626
2017,birch,3...4,34.143295328,kha,0.080500107
2017,birch,5...6,27.607020763,kha,0.088837525
2017,birch,7...8,28.673345557,kha,0.089187036
2017,birch,9...10,35.241995986,kha,0.082282172
2017,birch,11...12,40.140474103,kha,0.07227982
2017,birch,13...14,56.490187456,kha,0.061224343
2017,birch,15...16,66.281594943,kha,0.062152981
2017,birch,17...18,67.089911268,kha,0.057944154
2017,birch,19...20,52.591187303,kha,0.069030662
2017,birch,21...22,44.907599179,kha,0.075976191
2017,birch,23...24,63.348518395,kha,0.06089081
2017,birch,25...26,43.606573919,kha,0.07435814
2017,birch,27...28,21.49371117,kha,0.106107164
2017,birch,29...30,14.98081008,kha,0.124760724
2017,birch,31...32,8.958997495,kha,0.141007359
2017,birch,33...34,4.390334177,kha,0.211909355
2017,birch,35...36,4.090358207,kha,0.223647242
2017,birch,37...38,1.384010918,kha,0.364499966
2017,birch,39...40,1.404241742,kha,0.381884065
2017,birch,41...42,0.818399001,kha,0.489920317
2017,birch,43...44,0.491039401,kha,0.645325559
2017,birch,45...46,0.424552666,kha,0.613207143
2017,birch,47...48,0.491039401,kha,0.666848763
2017,birch,49...50,0.1636798,kha,1.000071199
2017,birch,51...,,kha,0.0
2017,birch,all,648.947834629,kha,0.024949148
2017,black alder,0...2,3.760412465,kha,0.238583886
2017,black alder,3...4,4.627129743,kha,0.207464165
2017,black alder,5...6,3.357187278,kha,0.270173466
2017,black alder,7...8,2.23927061,kha,0.307895297
2017,black alder,9...10,2.127837402,kha,0.305232813
2017,black alder,11...12,2.633673457,kha,0.252540676
2017,black alder,13...14,2.787008694,kha,0.273608236
2017,black alder,15...16,4.132947691,kha,0.222558131
2017,black alder,17...18,5.303896613,kha,0.187773322
2017,black alder,19...20,5.621042594,kha,0.197467936
2017,black alder,21...22,7.627413217,kha,0.176552438
2017,black alder,23...24,10.128882499,kha,0.13802595
2017,black alder,25...26,6.43227242,kha,0.194251822
2017,black alder,27...28,7.751760761,kha,0.172692222
2017,black alder,29...30,5.321475824,kha,0.193755504
2017,black alder,31...32,1.529145797,kha,0.395728637
2017,black alder,33...34,1.555874709,kha,0.34480833
2017,black alder,35...36,0.3273596,kha,0.790736866
2017,black alder,37...38,0.654719201,kha,0.499657482
2017,black alder,39...40,0.1636798,kha,1.000052377
2017,black alder,41...42,,kha,0.0
2017,black alder,43...44,,kha,0.0
2017,black alder,45...46,0.1636798,kha,0.999920581
2017,black alder,47...48,0.041132734,kha,0.999769937
2017,black alder,49...50,,kha,0.0
2017,black alder,51...,,kha,0.0
2017,black alder,all,78.28780291,kha,0.065734476
2017,grey alder,0...2,21.759510797,kha,0.10036181
2017,grey alder,3...4,17.966526051,kha,0.107454604
2017,grey alder,5...6,18.07933417,kha,0.105488508
2017,grey alder,7...8,10.022572469,kha,0.165386294
2017,grey alder,9...10,11.693808701,kha,0.140026062
2017,grey alder,11...12,11.776565208,kha,0.132195963
2017,grey alder,13...14,20.467258775,kha,0.103324529
2017,grey alder,15...16,23.25287619,kha,0.097240567
2017,grey alder,17...18,25.688415249,kha,0.09315107
2017,grey alder,19...20,12.33865801,kha,0.126951138
2017,grey alder,21...22,10.390541028,kha,0.141197599
2017,grey alder,23...24,5.25449805,kha,0.204670356
2017,grey alder,25...26,3.991364664,kha,0.219781145
2017,grey alder,27...28,0.710337597,kha,0.554693852
2017,grey alder,29...30,0.491039401,kha,0.623502335
2017,grey alder,31...32,,kha,0.0
2017,grey alder,33...34,0.137049097,kha,1.224972089
2017,grey alder,35...36,,kha,0.0
2017,grey alder,37...38,,kha,0.0
2017,grey alder,39...40,,kha,0.0
2017,grey alder,41...42,,kha,0.0
2017,grey alder,43...44,,kha,0.0
2017,grey alder,45...46,,kha,0.0
2017,grey alder,47...48,,kha,0.0
2017,grey alder,49...50,,kha,0.0
2017,grey alder,51...,,kha,0.0
2017,grey alder,all,194.020355454,kha,0.04192858
2017,pine,0...2,9.313446103,kha,0.155007002
2017,pine,3...4,9.497176678,kha,0.159724868
2017,pine,5...6,14.720919293,kha,0.148779899
2017,pine,7...8,19.047090988,kha,0.127961261
2017,pine,9...10,18.813863641,kha,0.110060378
2017,pine,11...12,26.523820581,kha,0.102944057
2017,pine,13...14,31.239059161,kha,0.104966045
2017,pine,15...16,27.266452202,kha,0.094690739
2017,pine,17...18,38.036861311,kha,0.079098278
2017,pine,19...20,43.024348502,kha,0.074875036
2017,pine,21...22,49.663512189,kha,0.068809698
2017,pine,23...24,72.068166919,kha,0.061530433
2017,pine,25...26,81.948943577,kha,0.060570786
2017,pine,27...28,84.89177544,kha,0.061147843
2017,pine,29...30,64.074094582,kha,0.066789646
2017,pine,31...32,36.016332385,kha,0.085940443
2017,pine,33...34,22.247964057,kha,0.11140345
2017,pine,35...36,18.486651352,kha,0.120276156
2017,pine,37...38,11.315610154,kha,0.146411701
2017,pine,39...40,7.628182512,kha,0.171132193
2017,pine,41...42,3.405898386,kha,0.259321873
2017,pine,43...44,0.917359808,kha,0.46727139
2017,pine,45...46,1.486687257,kha,0.409856777
2017,pine,47...48,0.818399001,kha,0.547467508
2017,pine,49...50,0.099451847,kha,0.999892337
2017,pine,51...,0.573795908,kha,0.613866261
2017,pine,all,693.125863835,kha,0.029932063
2017,spruce,0...2,12.362522524,kha,0.126741408
2017,spruce,3...4,14.444169487,kha,0.118032874
2017,spruce,5...6,11.299471326,kha,0.136418886
2017,spruce,7...8,9.241001423,kha,0.145046435
2017,spruce,9...10,11.252609799,kha,0.141287322
2017,spruce,11...12,16.182121606,kha,0.115105906
2017,spruce,13...14,19.590442453,kha,0.107247597
2017,spruce,15...16,25.061325198,kha,0.093437884
2017,spruce,17...18,26.931186868,kha,0.089998857
